index,SuhuMin,SuhuMax,Hujan,Penguapan,SinarMatahari,KecepatanAnginTerkencang,KecepatanAngin9am,KecepatanAngin3pm,Kelembaban9am,Kelembaban3pm,Tekanan9am,Tekanan3pm,Awan9am,Awan3pm,Suhu9am,Suhu3pm,BersaljuHariIni,BersaljuBesok,PrediksiBersaljuBesok
1726,0.7084548104956268,25.2,Tidak,0.15719063545150502,0.48275862068965514,0.3557692307692308,0.2923076923076923,0.4307692307692308,0.7346938775510203,0.6326530612244897,0.45080500894454545,0.44901960784313744,0.875,0.75,0.5633423180592992,0.4503631961259079,Tidak,Tidak,Tidak
1727,0.21865889212827985,20.7,Tidak,0.07357859531772576,0.7310344827586207,0.21153846153846156,0.03076923076923077,0.1076923076923077,0.6326530612244897,0.2959183673469387,0.6046511627906987,0.5764705882352956,0.125,0.125,0.25336927223719674,0.3753026634382566,Tidak,Tidak,Tidak
1732,0.521865889212828,19.3,0.2,0.04013377926421404,0.47586206896551725,0.3076923076923077,0.5076923076923077,0.23076923076923078,0.5714285714285714,0.4285714285714285,0.5295169946332763,0.48627450980391984,0.875,0.75,0.34231805929919135,0.3050847457627118,Tidak,Tidak,Tidak
1733,0.5247813411078717,34.3,Tidak,0.2608695652173913,0.7517241379310345,0.2884615384615385,0.36923076923076925,0.26153846153846155,0.09183673469387754,0.061224489795918366,0.6332737030411444,0.5686274509803937,0.125,0.125,0.6711590296495957,0.685230024213075,Tidak,Tidak,Tidak
1738,0.510204081632653,20.6,Tidak,0.046822742474916385,Tidak,0.019230769230769218,0.09230769230769231,0.06153846153846154,0.7244897959183673,0.5510204081632653,0.6207513416815758,0.5862745098039213,Ya,Ya,0.3881401617250673,0.3631961259079903,Tidak,Tidak,Tidak
1740,0.6530612244897958,35.4,Tidak,0.21070234113712374,0.7862068965517242,0.375,0.2,0.4,0.19387755102040816,0.07142857142857142,0.6225402504472299,0.5470588235294116,0.125,0.125,0.7223719676549865,0.721549636803874,Tidak,Tidak,Tidak
1745,0.7725947521865888,31.0,Tidak,0.09364548494983277,0.7793103448275862,0.1634615384615385,0.13846153846153847,0.3076923076923077,0.7040816326530611,0.6428571428571428,0.43470483005366845,0.36666666666666714,0.75,0.875,0.7223719676549865,0.6174334140435834,Tidak,Tidak,Tidak
1748,0.7725947521865888,29.1,Tidak,0.14381270903010032,0.2689655172413793,0.10576923076923078,0.13846153846153847,0.13846153846153847,0.5816326530612245,0.6530612244897959,0.6332737030411444,0.5980392156862742,0.875,0.875,0.706199460916442,0.523002421307506,Tidak,Tidak,Tidak
1749,0.4548104956268221,23.1,Tidak,0.1806020066889632,0.7517241379310345,0.31730769230769235,0.23076923076923078,0.16923076923076924,0.3571428571428571,0.16326530612244897,0.5062611806797861,0.44509803921568647,0.125,0.125,0.42318059299191374,0.4285714285714285,Tidak,Tidak,Tidak
1750,0.6880466472303205,36.2,Tidak,0.2508361204013378,0.9172413793103449,0.3942307692307692,0.3384615384615385,0.26153846153846155,0.43877551020408156,0.08163265306122448,0.5313059033989269,0.4764705882352942,Tidak,Tidak,0.6091644204851752,0.6949152542372881,Tidak,Tidak,Tidak
1751,0.5276967930029154,14.0,Tidak,0.10367892976588629,0.04827586206896552,0.1634615384615385,0.13846153846153847,0.16923076923076924,0.7040816326530611,0.8673469387755101,0.5026833631484813,0.5058823529411782,Ya,Ya,0.34501347708894875,0.18886198547215494,Tidak,Ya,Ya
1752,0.4839650145772594,24.6,Tidak,0.10367892976588629,0.7517241379310345,0.21153846153846156,0.26153846153846155,0.13846153846153847,0.6020408163265305,0.346938775510204,0.6457960644007166,0.5686274509803937,Tidak,Tidak,0.431266846361186,0.47215496368038734,Tidak,Tidak,Tidak
1753,0.7667638483965014,29.5,Tidak,0.14715719063545152,0.710344827586207,0.23076923076923078,0.26153846153846155,0.4,0.6632653061224489,0.510204081632653,0.5134168157423993,0.4294117647058826,0.625,0.125,0.6603773584905661,0.5496368038740919,Tidak,Tidak,Tidak
1757,0.3177842565597667,12.7,Ya,0.02006688963210702,0.06896551724137931,0.1923076923076923,0.2923076923076923,0.2923076923076923,0.7346938775510203,0.6530612244897959,0.8228980322003601,0.856862745098038,0.625,0.875,0.22911051212938002,0.1840193704600484,Tidak,Tidak,Tidak
1758,0.15451895043731778,13.5,Tidak,0.013377926421404682,0.6206896551724138,0.14423076923076922,0.26153846153846155,0.2,0.7040816326530611,0.4591836734693877,0.7334525939177148,0.7568627450980401,0.125,0.125,0.16442048517520214,0.198547215496368,Tidak,Tidak,Tidak
1760,0.6705539358600582,28.3,Tidak,0.0903010033444816,0.7655172413793103,0.33653846153846156,0.1076923076923077,0.4,0.7142857142857142,0.510204081632653,0.5384615384615401,0.4764705882352942,0.125,0.125,0.5633423180592992,0.5205811138014527,Tidak,Tidak,Tidak
1761,0.6239067055393585,17.9,Tidak,0.06354515050167224,Tidak,0.4134615384615385,0.46153846153846156,0.46153846153846156,0.6632653061224489,0.6530612244897959,0.6010733452593939,0.5431372549019606,Ya,Ya,0.45552560646900264,0.2953995157384987,Tidak,Tidak,Ya
1762,0.3994169096209912,21.0,Tidak,0.17558528428093645,0.7655172413793103,0.2884615384615385,0.4,0.36923076923076925,0.4081632653061224,0.14285714285714285,0.704830053667262,0.6823529411764717,Tidak,Tidak,0.3719676549865229,0.38740920096852294,Tidak,Tidak,Tidak
1764,0.43440233236151593,21.3,Tidak,0.05016722408026755,0.5103448275862069,0.14423076923076922,0.2,0.16923076923076924,0.6122448979591836,0.44897959183673464,0.6368515205724528,0.5901960784313758,0.75,0.25,0.3692722371967655,0.3825665859564164,Tidak,Tidak,Tidak
1765,0.868804664723032,31.3,1.2,0.046822742474916385,0.3931034482758621,0.1826923076923077,0.2923076923076923,0.26153846153846155,0.7959183673469387,0.673469387755102,0.43828264758497326,0.38039215686274375,0.75,0.875,0.7304582210242587,0.6343825665859563,Ya,Tidak,Tidak
1768,0.5189504373177841,22.0,Tidak,0.15719063545150502,0.7862068965517242,0.31730769230769235,0.13846153846153847,0.36923076923076925,0.4999999999999999,0.38775510204081626,0.5348837209302317,0.48039215686274517,0.375,0.125,0.42857142857142855,0.4043583535108958,Tidak,Tidak,Tidak
1777,0.7259475218658891,27.2,Tidak,0.15050167224080266,0.7241379310344828,0.3076923076923077,0.3076923076923077,0.47692307692307695,0.520408163265306,0.4183673469387755,0.6404293381037576,0.5882352941176485,0.375,0.25,0.6495956873315364,0.5133171912832929,Tidak,Tidak,Tidak
1780,0.8309037900874634,29.8,2.6,0.08361204013377926,0.2482758620689655,0.2884615384615385,0.23076923076923078,0.26153846153846155,0.8979591836734693,0.8673469387755101,0.5008944543828271,0.4509803921568647,0.875,Ya,0.6684636118598383,0.5036319612590798,Ya,Ya,Ya
1781,0.5014577259475218,24.7,Tidak,0.10702341137123746,0.4551724137931034,0.1923076923076923,0.16923076923076924,0.2923076923076923,0.7346938775510203,0.6326530612244897,0.5313059033989269,0.4764705882352942,0.875,0.375,0.45552560646900264,0.44309927360774815,Tidak,Tidak,Tidak
1784,0.4897959183673468,15.7,1.2,0.046822742474916385,Tidak,0.2884615384615385,0.4307692307692308,0.36923076923076925,0.683673469387755,0.8775510204081631,0.6905187835420392,0.6882352941176499,Ya,Ya,0.3908355795148247,0.23486682808716702,Ya,Ya,Ya
1785,0.6413994169096209,30.5,Tidak,0.15384615384615383,0.8689655172413793,0.3942307692307692,0.26153846153846155,0.46153846153846156,0.6224489795918366,0.44897959183673464,0.6153846153846168,0.5980392156862742,0.25,0.125,0.6415094339622641,0.5665859564164648,Tidak,Tidak,Tidak
1791,0.32069970845481044,20.0,Tidak,0.02006688963210702,0.6275862068965516,0.23076923076923078,0.13846153846153847,0.3384615384615385,0.5714285714285714,0.510204081632653,0.7245080500894474,0.6647058823529406,0.125,0.125,0.40970350404312667,0.3123486682808716,Tidak,Tidak,Tidak
1792,0.16909620991253643,17.2,Tidak,0.03678929765886288,0.496551724137931,0.1923076923076923,0.1076923076923077,0.3076923076923077,0.7857142857142856,0.4897959183673469,0.8801431127012513,0.8588235294117688,0.125,0.875,0.1967654986522911,0.261501210653753,Tidak,Tidak,Tidak
1793,0.8309037900874634,37.2,Tidak,0.18394648829431437,0.896551724137931,0.2692307692307692,0.2923076923076923,0.26153846153846155,0.4693877551020408,0.2755102040816326,0.4096601073345276,0.3274509803921575,0.125,0.5,0.784366576819407,0.7530266343825665,Tidak,Tidak,Tidak
1794,0.4577259475218658,27.1,Tidak,0.08695652173913043,0.5103448275862069,0.2884615384615385,0.26153846153846155,0.36923076923076925,0.3775510204081632,0.5408163265306122,0.7066189624329162,0.6745098039215698,0.25,0.875,0.5336927223719676,0.4842615012106537,Tidak,Tidak,Tidak
1795,0.5393586005830904,36.0,Tidak,0.2408026755852843,0.896551724137931,0.3942307692307692,0.13846153846153847,0.26153846153846155,0.14285714285714285,0.05102040816326531,0.370304114490164,0.2784313725490186,Tidak,Tidak,0.6954177897574123,0.7191283292978207,Tidak,Tidak,Tidak
1796,0.553935860058309,30.0,Tidak,0.07692307692307691,0.3793103448275862,0.1923076923076923,Tidak,0.16923076923076924,0.9897959183673468,0.3571428571428571,0.6583184257602888,0.6117647058823543,0.875,0.75,0.41778975741239893,0.5665859564164648,Tidak,Ya,Tidak
1799,0.8046647230320698,33.8,Tidak,0.17056856187290967,0.6137931034482759,0.5576923076923077,0.2,0.5076923076923077,0.6224489795918366,0.4999999999999999,0.5635062611806809,0.5019607843137273,0.125,0.875,0.7358490566037735,0.6174334140435834,Tidak,Tidak,Ya
1801,0.32069970845481044,20.5,Tidak,0.056856187290969896,0.7034482758620689,0.2692307692307692,0.13846153846153847,0.3076923076923077,0.673469387755102,0.31632653061224486,0.7119856887298788,0.6745098039215698,0.125,0.625,0.32614555256064687,0.36561743341404346,Tidak,Tidak,Tidak
1802,0.2973760932944606,22.2,Tidak,0.056856187290969896,0.6896551724137931,0.1826923076923077,Tidak,0.13846153846153847,0.7448979591836734,0.33673469387755095,0.8246869409660107,0.7843137254901968,0.125,0.25,0.3692722371967655,0.4043583535108958,Tidak,Tidak,Tidak
1804,0.41982507288629733,13.7,Ya,0.006688963210702341,0.503448275862069,0.08653846153846154,0.13846153846153847,0.2,0.9897959183673468,0.9591836734693877,0.7084078711985704,0.7294117647058833,Ya,Ya,0.2641509433962264,0.18886198547215494,Tidak,Ya,Tidak
1807,0.7259475218658891,23.9,Tidak,0.10367892976588629,Tidak,0.4807692307692308,0.23076923076923078,0.3076923076923077,0.7142857142857142,0.8265306122448979,0.4847942754919501,0.4392156862745118,Ya,0.875,0.5795148247978437,0.40920096852300236,Tidak,Ya,Ya
1812,0.3411078717201166,12.6,0.6,Tidak,0.13793103448275862,0.019230769230769218,0.09230769230769231,Tidak,Ya,0.6224489795918366,0.7280858676207522,0.7137254901960794,0.875,0.875,0.1778975741239892,0.16464891041162222,Tidak,Tidak,Tidak
1816,0.5189504373177841,21.2,0.6,0.1003344481605351,0.8137931034482759,0.3076923076923077,0.3384615384615385,0.3076923076923077,0.5510204081632653,0.4183673469387755,0.7227191413237932,0.6901960784313736,0.75,0.125,0.39353099730458213,0.3631961259079903,Tidak,Tidak,Tidak
1818,0.2857142857142857,19.5,Tidak,0.046822742474916385,0.6689655172413792,0.21153846153846156,0.09230769230769231,0.23076923076923078,0.6020408163265305,0.346938775510204,0.6225402504472299,0.6117647058823543,0.125,0.375,0.28301886792452824,0.33171912832929773,Tidak,Tidak,Tidak
1819,0.3760932944606413,11.3,1.4,0.02006688963210702,Tidak,0.31730769230769235,0.16923076923076924,0.2,0.9285714285714285,0.9183673469387754,0.6762075134168164,0.6588235294117659,0.875,Ya,0.23450134770889486,0.15254237288135591,Ya,Ya,Ya
1820,0.6705539358600582,27.5,9.4,0.04013377926421404,0.11724137931034483,0.21153846153846156,0.09230769230769231,0.16923076923076924,0.7857142857142856,0.6428571428571428,0.5617173524150267,0.5568627450980408,Ya,0.875,0.5902964959568733,0.5036319612590798,Ya,Tidak,Ya
1821,0.2769679300291545,9.8,7.6,0.026755852842809364,0.496551724137931,0.4615384615384615,0.3076923076923077,0.2,0.693877551020408,0.5918367346938774,0.26833631484794296,0.349019607843136,0.5,0.5,0.17250673854447438,0.09200968523002419,Ya,Ya,Ya
1827,0.3527696793002915,24.0,Tidak,0.03678929765886288,0.7310344827586207,0.10576923076923078,0.1076923076923077,0.09230769230769231,0.7346938775510203,0.31632653061224486,0.6779964221824706,0.6627450980392169,0.125,0.125,0.36118598382749323,0.4576271186440677,Tidak,Tidak,Tidak
1828,0.8017492711370261,35.9,Tidak,0.15050167224080266,0.27586206896551724,0.3076923076923077,0.16923076923076924,0.26153846153846155,0.32653061224489793,0.08163265306122448,0.6046511627906987,0.5764705882352956,0.875,0.375,0.646900269541779,0.704600484261501,Tidak,Tidak,Tidak
1831,0.3819241982507288,18.6,0.4,0.03678929765886288,0.15172413793103448,0.5865384615384615,0.46153846153846156,0.6307692307692307,0.693877551020408,0.38775510204081626,0.44186046511628163,0.3392156862745104,Ya,Ya,0.2911051212938005,0.3123486682808716,Tidak,Ya,Ya
1838,0.23615160349854225,16.3,0.2,0.016722408026755852,0.2482758620689655,0.125,0.06153846153846154,0.23076923076923078,0.9897959183673468,0.6428571428571428,0.8193202146690552,0.8039215686274517,0.875,0.875,0.1293800539083558,0.24939467312348662,Tidak,Tidak,Tidak
1842,0.33819241982507287,19.8,Tidak,0.06020066889632107,0.4896551724137931,0.5192307692307692,0.09230769230769231,0.5076923076923077,0.7653061224489796,0.33673469387755095,0.44901610017889126,0.39803921568627487,0.375,0.625,0.25606469002695414,0.30024213075060524,Tidak,Tidak,Ya
1843,0.5422740524781341,29.9,Tidak,0.15719063545150502,0.6482758620689655,0.3557692307692308,0.23076923076923078,0.2923076923076923,0.520408163265306,0.28571428571428564,0.8014311270125241,0.7490196078431381,Tidak,0.75,0.5363881401617251,0.5738498789346246,Tidak,Tidak,Tidak
1848,0.35860058309037895,12.5,2.2,0.013377926421404682,0.4551724137931034,0.1826923076923077,0.16923076923076924,0.16923076923076924,0.8061224489795917,0.6632653061224489,0.8872987477638645,0.9039215686274531,0.5,0.875,0.2668463611859838,0.16222760290556898,Ya,Ya,Tidak
1852,0.2857142857142857,24.8,0.2,0.05351170568561873,0.7586206896551724,0.21153846153846156,0.26153846153846155,0.2923076923076923,0.6020408163265305,0.15306122448979592,0.7012522361359608,0.6568627450980387,0.125,Tidak,0.39353099730458213,0.47215496368038734,Tidak,Tidak,Tidak
1853,0.22448979591836732,15.5,Tidak,0.05016722408026755,0.6689655172413792,0.23076923076923078,0.23076923076923078,0.2923076923076923,0.7959183673469387,0.5612244897959183,0.7835420393559964,0.7568627450980401,Tidak,0.125,0.19137466307277626,0.22518159806295396,Tidak,Tidak,Tidak
1854,0.282798833819242,13.8,0.2,0.05016722408026755,0.6413793103448276,0.2692307692307692,0.16923076923076924,0.3384615384615385,0.5408163265306122,0.31632653061224486,0.46153846153846345,0.44509803921568647,0.25,0.25,0.21293800539083557,0.198547215496368,Tidak,Tidak,Tidak
1859,0.7696793002915451,31.2,Tidak,0.13377926421404682,0.8137931034482759,0.21153846153846156,0.23076923076923078,0.2923076923076923,0.5918367346938774,0.5510204081632653,0.5420393559928449,0.49607843137254903,0.25,0.125,0.7762803234501348,0.5907990314769974,Tidak,Tidak,Tidak
1860,0.5160349854227404,26.1,Tidak,0.06688963210702341,0.7379310344827585,0.1634615384615385,0.1076923076923077,0.13846153846153847,0.7346938775510203,0.4081632653061224,0.6511627906976756,0.6098039215686306,0.125,0.25,0.46630727762803226,0.5133171912832929,Tidak,Tidak,Tidak
1864,0.5510204081632653,18.9,1.4,0.12374581939799331,0.6413793103448276,0.33653846153846156,0.3076923076923077,0.36923076923076925,0.5408163265306122,0.6122448979591836,0.6243291592128806,0.6196078431372563,0.125,0.25,0.431266846361186,0.3196125907990314,Ya,Tidak,Tidak
1866,0.4431486880466472,20.2,Tidak,0.07357859531772576,0.6689655172413792,0.1826923076923077,0.23076923076923078,0.16923076923076924,0.7653061224489796,0.4693877551020408,0.6440071556350624,0.6313725490196092,0.375,0.125,0.33153638814016173,0.35351089588377715,Tidak,Tidak,Tidak
1867,0.618075801749271,27.8,Tidak,0.13377926421404682,0.7724137931034483,0.25,0.36923076923076925,0.3076923076923077,0.39795918367346933,0.2551020408163265,0.5724508050089447,0.5137254901960766,Tidak,Tidak,0.5202156334231806,0.5302663438256657,Tidak,Tidak,Tidak
1869,0.5247813411078717,21.1,4.2,0.08361204013377926,0.42068965517241375,0.1826923076923077,0.1076923076923077,0.23076923076923078,0.9183673469387754,0.5612244897959183,0.6207513416815758,0.6333333333333329,0.875,0.5,0.3746630727762803,0.33898305084745756,Ya,Tidak,Tidak
1870,0.5364431486880465,27.2,0.4,0.01003344481605351,0.710344827586207,0.3942307692307692,0.16923076923076924,0.4307692307692308,0.8571428571428571,0.3775510204081632,0.47584973166368627,0.3882352941176457,0.125,0.125,0.4743935309973045,0.5157384987893462,Tidak,Tidak,Tidak
1871,0.36151603498542273,13.3,Ya,0.046822742474916385,0.0896551724137931,0.1634615384615385,0.23076923076923078,0.26153846153846155,0.8979591836734693,0.7959183673469387,0.6565295169946346,0.647058823529413,Ya,0.875,0.22641509433962262,0.1815980629539951,Tidak,Ya,Tidak
1873,0.6880466472303205,26.1,1.6,0.033444816053511704,0.593103448275862,0.3076923076923077,0.2,0.2,0.7142857142857142,0.7755102040816325,0.43112701252236363,0.38431372549019827,0.25,0.75,0.6253369272237197,0.4745762711864405,Ya,Ya,Ya
1875,0.618075801749271,31.3,Tidak,0.11371237458193979,0.3793103448275862,0.3557692307692308,0.3384615384615385,0.4,0.5408163265306122,0.2551020408163265,0.5062611806797861,0.43333333333333357,0.5,0.875,0.5768194070080862,0.6246973365617433,Tidak,Tidak,Tidak
1876,0.4985422740524781,22.3,Ya,0.033444816053511704,0.40689655172413797,0.1826923076923077,0.16923076923076924,0.13846153846153847,0.846938775510204,0.5306122448979591,0.5867620751341711,0.5549019607843135,0.875,0.375,0.3746630727762803,0.36561743341404346,Tidak,Tidak,Tidak
1879,0.4897959183673468,30.2,Tidak,0.07023411371237458,0.7241379310344828,0.2692307692307692,0.26153846153846155,0.1076923076923077,0.6428571428571428,0.2040816326530612,0.6923076923076934,0.6607843137254896,Tidak,0.125,0.4636118598382749,0.6004842615012106,Tidak,Tidak,Tidak
1881,0.6530612244897958,25.7,Tidak,0.15384615384615383,0.8758620689655172,0.2884615384615385,0.2923076923076923,0.4,0.7040816326530611,0.6020408163265305,0.6100178890876577,0.6078431372549034,0.625,0.625,0.5768194070080862,0.49394673123486676,Tidak,Tidak,Tidak
1885,0.6501457725947521,25.1,Tidak,0.08695652173913043,0.6206896551724138,0.23076923076923078,0.2923076923076923,0.4,0.683673469387755,0.7346938775510203,0.5885509838998217,0.5960784313725505,Tidak,0.375,0.6118598382749326,0.43341404358353497,Tidak,Tidak,Tidak
1889,0.8862973760932943,31.0,Tidak,0.11036789297658862,0.33793103448275863,0.2884615384615385,0.23076923076923078,0.4,0.7346938775510203,0.9591836734693877,0.5134168157423993,0.4764705882352942,0.875,Ya,0.7439353099730458,0.5157384987893462,Tidak,Ya,Ya
1890,0.46355685131195323,22.7,Tidak,0.09364548494983277,0.8689655172413793,0.2692307692307692,0.26153846153846155,0.2923076923076923,0.673469387755102,0.32653061224489793,0.7012522361359608,0.6803921568627445,Tidak,Tidak,0.398921832884097,0.4043583535108958,Tidak,Tidak,Tidak
1897,0.23615160349854225,18.3,Tidak,0.033444816053511704,0.7241379310344828,0.125,0.13846153846153847,0.13846153846153847,0.6326530612244897,0.36734693877551017,0.7012522361359608,0.6784313725490208,0.125,0.375,0.25067385444743934,0.2808716707021791,Tidak,Tidak,Tidak
1898,0.6209912536443148,28.1,Tidak,0.1906354515050167,0.9103448275862068,0.3557692307692308,0.47692307692307695,0.36923076923076925,0.5918367346938774,0.43877551020408156,0.4991055456171729,0.48431372549019613,0.125,Tidak,0.4690026954177897,0.49394673123486676,Tidak,Tidak,Tidak
1899,0.2973760932944606,13.9,Tidak,0.046822742474916385,0.26206896551724135,0.31730769230769235,0.4,0.2,0.7142857142857142,0.5714285714285714,0.5974955277280856,0.5666666666666664,0.875,0.875,0.2021563342318059,0.17917675544794182,Tidak,Tidak,Ya
1902,0.6588921282798832,23.1,Tidak,0.26755852842809363,0.20689655172413793,0.33653846153846156,0.3076923076923077,0.36923076923076925,0.6224489795918366,0.346938775510204,0.6332737030411444,0.6862745098039227,Ya,Ya,0.4743935309973045,0.397094430992736,Tidak,Tidak,Tidak
1903,0.49562682215743437,22.4,5.2,0.043478260869565216,0.9034482758620689,0.33653846153846156,0.26153846153846155,0.4,0.7040816326530611,0.38775510204081626,0.5313059033989269,0.5254901960784331,0.375,0.125,0.41239892183288407,0.3995157384987893,Ya,Tidak,Tidak
1904,0.35568513119533524,28.0,0.2,0.07023411371237458,0.8413793103448275,0.21153846153846156,0.09230769230769231,0.16923076923076924,0.693877551020408,0.2959183673469387,0.5742397137745989,0.5274509803921568,0.875,0.875,0.4582210242587601,0.5544794188861984,Tidak,Tidak,Tidak
1905,0.4723032069970845,18.2,4.2,0.02006688963210702,0.5172413793103449,0.125,Tidak,0.16923076923076924,0.846938775510204,0.520408163265306,0.6046511627906987,0.62156862745098,0.375,0.375,0.3692722371967655,0.2953995157384987,Ya,Tidak,Tidak
1907,0.5247813411078717,26.8,Tidak,0.0903010033444816,0.5517241379310345,0.21153846153846156,0.26153846153846155,0.26153846153846155,0.44897959183673464,0.3061224489795918,0.5688729874776399,0.5333333333333314,0.75,Ya,0.5040431266846361,0.43341404358353497,Tidak,Tidak,Tidak
1908,0.8921282798833817,34.8,Tidak,0.07023411371237458,0.4413793103448276,0.33653846153846156,0.03076923076923077,0.16923076923076924,0.673469387755102,0.6530612244897959,0.4203935599284456,0.3588235294117652,0.75,0.75,0.7762803234501348,0.6174334140435834,Tidak,Ya,Ya
1910,0.4139941690962099,13.8,Tidak,0.02006688963210702,0.006896551724137931,0.33653846153846156,0.23076923076923078,0.3076923076923077,0.673469387755102,0.7346938775510203,0.5670840787119893,0.537254901960786,0.875,Ya,0.2776280323450135,0.1670702179176755,Tidak,Ya,Ya
1911,0.8338192419825071,33.9,Tidak,0.11705685618729096,0.7793103448275862,0.2884615384615385,0.23076923076923078,0.46153846153846156,0.5918367346938774,0.4693877551020408,0.5688729874776399,0.49607843137254903,0.25,0.375,0.7628032345013477,0.6222760290556899,Tidak,Tidak,Tidak
1913,0.4868804664723031,24.8,0.4,0.03678929765886288,0.3586206896551724,0.23076923076923078,0.2,0.2,0.7959183673469387,0.4999999999999999,0.7066189624329162,0.654901960784315,0.375,0.875,0.3746630727762803,0.4019370460048425,Tidak,Tidak,Tidak
1914,0.5830903790087463,24.8,Tidak,0.13377926421404682,0.6413793103448276,0.31730769230769235,0.13846153846153847,0.47692307692307695,0.510204081632653,0.39795918367346933,0.7030411449016114,0.6666666666666679,0.125,0.875,0.5417789757412399,0.460048426150121,Tidak,Tidak,Tidak
1915,0.5568513119533527,22.6,1.6,0.033444816053511704,0.5655172413793103,0.1634615384615385,0.2,0.2923076923076923,0.836734693877551,0.6122448979591836,0.5617173524150267,0.617647058823529,Ya,0.25,0.4474393530997304,0.40920096852300236,Ya,Tidak,Tidak
1916,0.39650145772594747,16.7,5.0,0.07023411371237458,0.5310344827586206,0.625,0.4307692307692308,0.46153846153846156,0.510204081632653,0.43877551020408156,0.5169946332737041,0.503921568627451,0.75,0.625,0.3369272237196765,0.2760290556900726,Ya,Tidak,Tidak
1917,0.3527696793002915,19.9,Tidak,0.046822742474916385,0.6689655172413792,0.43269230769230776,0.23076923076923078,0.6307692307692307,0.4795918367346938,0.38775510204081626,0.6118067978533119,0.6039215686274524,0.125,0.125,0.3288409703504043,0.33656174334140426,Tidak,Tidak,Tidak
1923,0.6093294460641399,24.8,2.0,0.056856187290969896,0.6137931034482759,0.25,0.16923076923076924,0.3076923076923077,0.673469387755102,0.44897959183673464,0.6135957066189661,0.5450980392156879,0.125,0.25,0.5256064690026955,0.460048426150121,Ya,Tidak,Tidak
1924,0.8221574344023322,39.2,Tidak,0.1806020066889632,0.7448275862068966,0.3076923076923077,0.4,0.3076923076923077,0.2551020408163265,0.33673469387755095,0.5008944543828271,0.48039215686274517,Tidak,0.125,0.8948787061994609,0.685230024213075,Tidak,Tidak,Tidak
1925,0.3731778425655976,26.0,Tidak,0.18394648829431437,0.9379310344827586,0.375,0.06153846153846154,0.4,0.4591836734693877,0.17346938775510204,0.48121645796064527,0.44509803921568647,Tidak,0.125,0.38544474393531,0.44552058111380133,Tidak,Tidak,Tidak
1927,0.5830903790087463,25.3,Tidak,0.09364548494983277,0.6413793103448276,0.25,0.23076923076923078,0.16923076923076924,0.6224489795918366,0.33673469387755095,0.8014311270125241,0.7803921568627494,0.125,Tidak,0.4636118598382749,0.49152542372881347,Tidak,Tidak,Tidak
1928,0.3265306122448979,11.4,1.8,0.06688963210702341,0.013793103448275862,0.44230769230769235,0.3076923076923077,0.46153846153846156,0.836734693877551,0.6530612244897959,0.5796064400715579,0.5686274509803937,0.875,Ya,0.16442048517520214,0.12590799031476996,Ya,Ya,Ya
1929,0.3061224489795918,16.6,Tidak,0.05016722408026755,0.4482758620689655,0.1634615384615385,0.26153846153846155,0.16923076923076924,0.6122448979591836,0.346938775510204,0.6440071556350624,0.6039215686274524,0.625,0.75,0.23719676549865226,0.27118644067796605,Tidak,Ya,Tidak
1933,0.4693877551020408,19.1,13.0,0.06020066889632107,0.10344827586206896,0.3557692307692308,Tidak,0.23076923076923078,0.9387755102040816,0.7959183673469387,0.6350626118067986,0.5705882352941174,Ya,Ya,0.35309973045822096,0.3147699757869249,Ya,Ya,Ya
1938,0.9125364431486879,43.4,Tidak,0.2608695652173913,0.6896551724137931,0.4134615384615385,0.2,0.36923076923076925,0.16326530612244897,0.09183673469387754,0.5098389982110909,0.4549019607843121,Tidak,0.125,0.8814016172506738,0.9007263922518157,Tidak,Tidak,Tidak
1939,0.34985422740524774,21.8,Tidak,0.09364548494983277,0.7517241379310345,0.25,0.4,0.3076923076923077,0.4183673469387755,0.3775510204081632,0.6762075134168164,0.6372549019607838,0.125,0.125,0.3962264150943396,0.35593220338983045,Tidak,Tidak,Tidak
1941,0.7259475218658891,30.4,Tidak,0.17391304347826086,0.6551724137931034,0.2692307692307692,0.36923076923076925,0.46153846153846156,0.5918367346938774,0.6632653061224489,0.5527728085867629,0.4941176470588218,0.25,0.375,0.7412398921832885,0.5447941888619854,Tidak,Tidak,Tidak
1952,0.597667638483965,27.4,Tidak,0.10702341137123746,0.7517241379310345,0.1826923076923077,0.2923076923076923,0.26153846153846155,0.673469387755102,0.5714285714285714,0.5867620751341711,0.529411764705884,0.125,Tidak,0.5849056603773585,0.5157384987893462,Tidak,Tidak,Tidak
1961,0.38483965014577254,16.4,20.6,0.06354515050167224,0.13793103448275862,0.5,0.13846153846153847,0.3384615384615385,0.8979591836734693,0.8571428571428571,0.47942754919499464,0.5568627450980408,Ya,0.875,0.23450134770889486,0.20581113801452783,Ya,Ya,Ya
1964,0.7259475218658891,31.7,Tidak,0.09364548494983277,0.7379310344827585,0.1826923076923077,0.23076923076923078,0.1076923076923077,0.7244897959183673,0.3061224489795918,0.5277280858676221,0.4529411764705884,0.75,0.625,0.6684636118598383,0.6343825665859563,Tidak,Tidak,Tidak
1968,0.737609329446064,27.0,0.4,0.07357859531772576,0.41379310344827586,0.3942307692307692,0.3076923076923077,0.3384615384615385,0.683673469387755,0.7040816326530611,0.6243291592128806,0.6039215686274524,0.25,0.625,0.6253369272237197,0.46973365617433405,Tidak,Ya,Ya
